Владислав, 5225215874, /start, 20:50:50.941890
Владислав, 5225215874, /start, 21:04:06.590604
Владислав, 5225215874, fds, 21:04:09.714191
Владислав, 5225215874, sdf, 21:04:10.900416
Владислав, 5225215874, 21, 21:04:13.362277
Владислав, 5225215874, 2, 21:04:14.111400
Владислав, 5225215874, 1, 21:04:14.745132
Владислав, 5225215874, 21, 21:04:15.054199
Владислав, 5225215874, 21, 21:04:15.772000
Владислав, 5225215874, 12, 21:04:16.314092
Владислав, 5225215874, 21, 21:04:16.626130
Владислав, 5225215874, 21, 21:04:16.994044
Владислав, 5225215874, 212, 21:04:17.297422
Владислав, 5225215874, 1, 21:04:17.743845
Владислав, 5225215874, 56654, 21:04:18.675538
Владислав, 5225215874, vfe sdgrrrrrrrrrrrrrrrrrrrrrr, 21:04:22.798811
Владислав, 5225215874, /start, 21:16:25.456669
Владислав, 5225215874, 1, 21:16:28.057998
Владислав, 5225215874, 2, 21:16:28.735674
Владислав, 5225215874, 47, 21:16:29.729442
Владислав, 5225215874, 12, 21:16:31.174519
Владислав, 5225215874, 12, 21:16:32.538292
Владислав, 5225215874, 14, 21:16:33.288170
Владислав, 5225215874, 42, 21:16:34.395430
Владислав, 5225215874, 42, 21:16:35.153336
Владислав, 5225215874, 14, 21:16:36.377479
Владислав, 5225215874, 41, 21:16:36.935528
Владислав, 5225215874, 41, 21:16:37.376830
Владислав, 5225215874, 14, 21:16:37.873196
Владислав, 5225215874, 12, 21:16:38.640386
Владислав, 5225215874, 12, 21:16:39.138928
Владислав, 5225215874, 12, 21:16:39.696768
Владислав, 5225215874, 12, 21:16:40.194188
Владислав, 5225215874, 12, 21:16:40.731151
Владислав, 5225215874, 21, 21:16:42.151922
Владислав, 5225215874, 12, 21:16:42.727355
Владислав, 5225215874, 21, 21:16:43.364771
Владислав, 5225215874, 12, 21:16:43.932545
Владислав, 5225215874, 12, 21:16:44.352607
Владислав, 5225215874, 10, 21:16:47.503039
Владислав, 5225215874, /start, 21:45:20.208028
Владислав, 5225215874, Влад, 21:45:27.973433
Владислав, 5225215874, Марина, 21:45:35.485143
Владислав, 5225215874, 29, 21:45:52.293449
Владислав, 5225215874, 28, 21:45:55.017771
Владислав, 5225215874, 28, 21:45:58.981304
Владислав, 5225215874, 28, 21:46:00.250598
Владислав, 5225215874, 28, 21:46:01.347573
Владислав, 5225215874, 28, 21:46:02.600724
Владислав, 5225215874, 28, 21:46:04.276150
Владислав, 5225215874, 28, 21:46:05.688231
Владислав, 5225215874, 28, 21:46:08.395551
Владислав, 5225215874, 9, 21:46:12.397807
Владислав, 5225215874, -5, 21:46:14.158128
Владислав, 5225215874, 1, 21:46:17.519002
Владислав, 5225215874, 0, 21:46:18.627961
Владислав, 5225215874, 1, 21:46:19.843316
Владислав, 5225215874, \, 21:46:23.083270
Владислав, 5225215874, 6, 21:46:25.399436
Владислав, 5225215874, 4, 21:46:28.594891
Владислав, 5225215874, /help, 21:49:26.206319
Владислав, 5225215874, /start, 21:49:34.677957
Владислав, 5225215874, 1, 21:49:38.383587
Владислав, 5225215874, 2, 21:49:39.013867
Владислав, 5225215874, 85, 21:49:40.313848
Владислав, 5225215874, 28, 21:49:42.953048
Владислав, 5225215874, 28, 21:49:44.723731
Владислав, 5225215874, 28, 21:49:45.879435
Владислав, 5225215874, 28, 21:49:46.989037
Владислав, 5225215874, 28, 21:49:48.005877
Владислав, 5225215874, 28, 21:49:48.961597
Владислав, 5225215874, 28, 21:49:49.880535
Владислав, 5225215874, 28, 21:49:50.961573
Владислав, 5225215874, 28, 21:49:51.907662
Владислав, 5225215874, 28, 21:49:52.869139
Владислав, 5225215874, 28, 21:49:54.466666
Владислав, 5225215874, 6, 21:49:55.652629
Владислав, 5225215874, /startbot, 13:04:09.140114
Владислав, 5225215874, /startbot, 13:05:15.607824
Владислав, 5225215874, /start, 13:05:28.445300
Владислав, 5225215874, 1, 13:05:31.886429
Владислав, 5225215874, 2, 13:05:33.454249
Владислав, 5225215874, 12, 13:05:36.081163
Владислав, 5225215874, 21, 13:05:38.022287
Владислав, 5225215874, 12, 13:05:38.876046
Владислав, 5225215874, 12, 13:05:39.536291
Владислав, 5225215874, 21, 13:05:40.134208
Владислав, 5225215874, 12, 13:05:40.765108
Владислав, 5225215874, 12, 13:05:41.354332
Владислав, 5225215874, 12, 13:05:42.109253
Владислав, 5225215874, 12, 13:05:42.578501
Владислав, 5225215874, 12, 13:05:43.236704
Владислав, 5225215874, 21, 13:05:43.669984
Владислав, 5225215874, 12, 13:05:44.257292
Владислав, 5225215874, 12, 13:05:44.728146
Владислав, 5225215874, 12, 13:05:45.162424
Владислав, 5225215874, 21, 13:05:45.636500
Владислав, 5225215874, 21, 13:05:46.094298
Владислав, 5225215874, 21, 13:05:48.044078
Владислав, 5225215874, 7, 13:05:49.872216
Владислав, 5225215874, /startbot, 13:07:27.689203
Владислав, 5225215874, /startbot, 13:08:57.293961
Владислав, 5225215874, /startbot, 13:16:32.699637
Владислав, 5225215874, /startbot, 13:17:13.518645
Владислав, 5225215874, /startbot, 13:20:00.225027
Владислав, 5225215874, /startbot, 13:21:30.480627
